Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%,day,week,month,year
2016-09-20,56.81,57.35,57.35,56.75,17.38,-0.21,20,38,9,2016
2016-09-21,57.76,57.51,57.85,57.08,33.71,1.67,21,38,9,2016
2016-09-22,57.82,57.92,58.0,57.63,19.82,0.1,22,38,9,2016
2016-09-23,57.43,57.87,57.91,57.38,19.96,-0.67,23,38,9,2016
2016-09-26,56.9,57.08,57.14,56.83,21.69,-0.92,26,39,9,2016
2016-09-27,57.95,56.93,58.06,56.68,28.07,1.85,27,39,9,2016
2016-09-28,58.03,57.88,58.06,57.67,20.54,0.14,28,39,9,2016
2016-09-29,57.4,57.81,58.17,57.21,25.46,-1.09,29,39,9,2016
2016-09-30,57.6,57.57,57.77,57.34,29.91,0.35,30,39,9,2016
2016-10-03,57.42,57.41,57.55,57.06,19.19,-0.31,3,40,10,2016
2016-10-04,57.24,57.27,57.59,56.97,20.09,-0.31,4,40,10,2016
2016-10-05,57.64,57.29,57.96,57.26,16.73,0.7,5,40,10,2016
2016-10-06,57.74,57.74,57.86,57.28,16.21,0.17,6,40,10,2016
2016-10-07,57.8,57.85,57.98,57.42,20.09,0.1,7,40,10,2016
2016-10-10,58.04,57.91,58.39,57.87,18.2,0.42,10,41,10,2016
2016-10-11,57.19,57.89,58.02,56.89,26.5,-1.46,11,41,10,2016
2016-10-12,57.11,57.11,57.27,56.4,22.18,-0.14,12,41,10,2016
2016-10-13,56.92,56.7,57.3,56.31,25.31,-0.33,13,41,10,2016
2016-10-14,57.42,57.12,57.74,57.12,27.4,0.88,14,41,10,2016
2016-10-17,57.22,57.36,57.46,56.87,23.83,-0.35,17,42,10,2016
2016-10-18,57.66,57.53,57.95,57.41,19.15,0.77,18,42,10,2016
2016-10-19,57.53,57.47,57.84,57.4,22.88,-0.23,19,42,10,2016
2016-10-20,57.25,57.5,57.52,56.66,49.46,-0.49,20,42,10,2016
2016-10-21,59.66,60.28,60.45,59.48,80.03,4.21,21,42,10,2016
2016-10-24,61.0,59.94,61.0,59.93,54.07,2.25,24,43,10,2016
2016-10-25,60.99,60.85,61.37,60.8,35.14,-0.02,25,43,10,2016
2016-10-26,60.63,60.81,61.2,60.47,29.91,-0.59,26,43,10,2016
2016-10-27,60.1,60.61,60.83,60.09,28.48,-0.87,27,43,10,2016
2016-10-28,59.87,60.01,60.52,59.58,33.57,-0.38,28,43,10,2016
2016-10-31,59.92,60.16,60.42,59.92,26.43,0.08,31,44,10,2016
2016-11-01,59.8,59.97,60.02,59.25,24.53,-0.2,1,44,11,2016
2016-11-02,59.43,59.82,59.93,59.3,22.15,-0.62,2,44,11,2016
2016-11-03,59.21,59.53,59.64,59.11,21.6,-0.37,3,44,11,2016
2016-11-04,58.71,58.65,59.28,58.52,28.7,-0.84,4,44,11,2016
2016-11-07,60.42,59.78,60.52,59.78,31.66,2.91,7,45,11,2016
2016-11-08,60.47,60.55,60.78,60.15,22.94,0.08,8,45,11,2016
2016-11-09,60.17,60.0,60.59,59.2,49.63,-0.5,9,45,11,2016
2016-11-10,58.7,60.48,60.49,57.63,57.82,-2.44,10,45,11,2016
2016-11-11,59.02,58.23,59.12,58.01,38.77,0.55,11,45,11,2016
2016-11-14,58.12,59.02,59.08,57.28,41.33,-1.52,14,46,11,2016
2016-11-15,58.87,58.33,59.49,58.31,35.9,1.29,15,46,11,2016
2016-11-16,59.65,58.94,59.66,58.81,27.33,1.32,16,46,11,2016
2016-11-17,60.64,60.41,60.95,59.97,32.13,1.66,17,46,11,2016
2016-11-18,60.35,60.78,61.14,60.3,27.69,-0.48,18,46,11,2016
2016-11-21,60.86,60.5,60.97,60.42,19.65,0.85,21,47,11,2016
2016-11-22,61.12,60.98,61.26,60.8,23.21,0.43,22,47,11,2016
2016-11-23,60.4,61.01,61.1,60.25,21.85,-1.18,23,47,11,2016
2016-11-25,60.53,60.3,60.53,60.13,8.41,0.22,25,47,11,2016
2016-11-28,60.61,60.34,61.02,60.21,20.73,0.13,28,48,11,2016
2016-11-29,61.09,60.65,61.41,60.52,22.37,0.79,29,48,11,2016
2016-11-30,60.26,60.86,61.18,60.22,34.66,-1.36,30,48,11,2016
2016-12-01,59.2,60.11,60.15,58.94,34.54,-1.76,1,48,12,2016
2016-12-02,59.25,59.08,59.47,58.8,25.52,0.08,2,48,12,2016
2016-12-05,60.22,59.7,60.59,59.56,23.55,1.64,5,49,12,2016
2016-12-06,59.95,60.43,60.46,59.8,19.91,-0.45,6,49,12,2016
2016-12-07,61.37,60.01,61.38,59.8,30.81,2.37,7,49,12,2016
2016-12-08,61.01,61.3,61.58,60.84,21.22,-0.59,8,49,12,2016
2016-12-09,61.97,61.18,61.99,61.12,27.35,1.57,9,49,12,2016
2016-12-12,62.17,61.82,62.3,61.72,20.2,0.32,12,50,12,2016
2016-12-13,62.98,62.5,63.42,62.24,35.72,1.3,13,50,12,2016
2016-12-14,62.68,63.0,63.45,62.53,30.35,-0.48,14,50,12,2016
2016-12-15,62.58,62.7,63.15,62.3,27.67,-0.16,15,50,12,2016
2016-12-16,62.3,62.95,62.95,62.12,42.45,-0.45,16,50,12,2016
2016-12-19,63.62,62.56,63.77,62.42,34.34,2.12,19,51,12,2016
2016-12-20,63.54,63.69,63.8,63.02,26.03,-0.13,20,51,12,2016
2016-12-21,63.54,63.43,63.7,63.12,17.1,0.0,21,51,12,2016
2016-12-22,63.55,63.84,64.1,63.41,22.18,0.02,22,51,12,2016
2016-12-23,63.24,63.45,63.54,62.8,12.4,-0.49,23,51,12,2016
2016-12-27,63.28,63.21,64.07,63.21,11.76,0.06,27,52,12,2016
2016-12-28,62.99,63.4,63.4,62.83,14.65,-0.46,28,52,12,2016
2016-12-29,62.9,62.86,63.2,62.73,10.25,-0.14,29,52,12,2016
2016-12-30,62.14,62.96,62.99,62.03,25.58,-1.21,30,52,12,2016
2017-01-03,62.58,62.79,62.84,62.12,20.69,0.71,3,1,1,2017
2017-01-04,62.3,62.48,62.75,62.12,21.34,-0.45,4,1,1,2017
2017-01-05,62.3,62.19,62.66,62.03,24.88,0.0,5,1,1,2017
2017-01-06,62.84,62.3,63.15,62.04,19.92,0.87,6,1,1,2017
2017-01-09,62.64,62.76,63.08,62.54,20.38,-0.32,9,2,1,2017
2017-01-10,62.62,62.73,63.07,62.28,18.59,-0.03,10,2,1,2017
2017-01-11,63.19,62.61,63.23,62.43,21.52,0.91,11,2,1,2017
2017-01-12,62.61,63.06,63.4,61.95,20.97,-0.92,12,2,1,2017
2017-01-13,62.7,62.62,62.87,62.35,19.42,0.14,13,2,1,2017
2017-01-17,62.53,62.68,62.7,62.03,20.66,-0.27,17,3,1,2017
2017-01-18,62.5,62.67,62.7,62.12,19.67,-0.05,18,3,1,2017
2017-01-19,62.3,62.24,62.98,62.2,18.45,-0.32,19,3,1,2017
2017-01-20,62.74,62.67,62.82,62.37,30.21,0.71,20,3,1,2017
2017-01-23,62.96,62.7,63.12,62.57,23.1,0.35,23,4,1,2017
2017-01-24,63.52,63.2,63.73,62.94,24.67,0.89,24,4,1,2017
2017-01-25,63.68,63.95,64.1,63.45,24.65,0.25,25,4,1,2017
2017-01-26,64.27,64.12,64.53,63.55,43.55,0.93,26,4,1,2017
2017-01-27,65.78,65.39,65.91,64.89,44.82,2.35,27,4,1,2017
2017-01-30,65.13,65.69,65.79,64.8,31.65,-0.99,30,5,1,2017
2017-01-31,64.65,64.86,65.15,64.26,25.27,-0.74,31,5,1,2017
2017-02-01,63.58,64.36,64.62,63.47,39.67,-1.66,1,5,2,2017
2017-02-02,63.17,63.25,63.41,62.75,45.83,-0.64,2,5,2,2017
2017-02-03,63.68,63.5,63.7,63.07,30.3,0.81,3,5,2,2017
2017-02-06,63.64,63.5,63.65,63.14,19.8,-0.06,6,6,2,2017
2017-02-07,63.43,63.74,63.78,63.23,20.28,-0.33,7,6,2,2017
2017-02-08,63.34,63.57,63.81,63.22,18.1,-0.14,8,6,2,2017
2017-02-09,64.06,63.52,64.44,63.32,22.64,1.14,9,6,2,2017
2017-02-10,64.0,64.25,64.3,63.98,18.17,-0.09,10,6,2,2017
2017-02-13,64.72,64.24,64.86,64.13,22.92,1.13,13,7,2,2017
2017-02-14,64.57,64.41,64.72,64.02,23.11,-0.23,14,7,2,2017
2017-02-15,64.53,64.5,64.57,64.16,17.01,-0.06,15,7,2,2017
2017-02-16,64.52,64.74,65.24,64.44,20.55,-0.02,16,7,2,2017
2017-02-17,64.62,64.47,64.69,64.3,21.25,0.16,17,7,2,2017
2017-02-21,64.49,64.61,64.95,64.45,20.66,-0.2,21,8,2,2017
2017-02-22,64.36,64.33,64.39,64.05,19.29,-0.2,22,8,2,2017
2017-02-23,64.62,64.42,64.73,64.19,20.27,0.4,23,8,2,2017
2017-02-24,64.62,64.53,64.8,64.14,21.8,0.0,24,8,2,2017
2017-02-27,64.23,64.54,64.54,64.05,15.87,-0.6,27,9,2,2017
2017-02-28,63.98,64.08,64.2,63.76,23.24,-0.39,28,9,2,2017
2017-03-01,64.94,64.13,64.99,64.02,26.94,1.5,1,9,3,2017
2017-03-02,64.01,64.69,64.75,63.88,24.54,-1.43,2,9,3,2017
2017-03-03,64.25,63.99,64.28,63.62,18.14,0.37,3,9,3,2017
2017-03-06,64.27,63.97,64.56,63.81,18.75,0.03,6,10,3,2017
2017-03-07,64.4,64.19,64.78,64.19,18.52,0.2,7,10,3,2017
2017-03-08,64.99,64.26,65.08,64.25,21.51,0.92,8,10,3,2017
2017-03-09,64.73,65.19,65.2,64.48,19.85,-0.4,9,10,3,2017
2017-03-10,64.93,65.11,65.26,64.75,19.54,0.31,10,10,3,2017
2017-03-13,64.71,65.01,65.19,64.57,20.1,-0.34,13,11,3,2017
2017-03-14,64.41,64.53,64.55,64.15,14.28,-0.46,14,11,3,2017
2017-03-15,64.75,64.55,64.92,64.25,24.83,0.53,15,11,3,2017
2017-03-16,64.64,64.75,64.76,64.3,20.67,-0.17,16,11,3,2017
2017-03-17,64.87,64.91,65.24,64.68,49.22,0.36,17,11,3,2017
2017-03-20,64.93,64.91,65.17,64.72,14.6,0.09,20,12,3,2017
2017-03-21,64.21,65.19,65.5,64.13,26.64,-1.11,21,12,3,2017
2017-03-22,65.03,64.12,65.14,64.12,20.68,1.28,22,12,3,2017
2017-03-23,64.87,64.94,65.23,64.77,19.27,-0.25,23,12,3,2017
2017-03-24,64.98,65.12,65.45,64.76,22.62,0.17,24,12,3,2017
2017-03-27,65.1,64.63,65.22,64.35,18.61,0.18,27,13,3,2017
2017-03-28,65.29,64.96,65.47,64.65,20.08,0.29,28,13,3,2017
2017-03-29,65.47,65.12,65.5,64.95,13.62,0.28,29,13,3,2017
2017-03-30,65.71,65.42,65.98,65.36,15.12,0.37,30,13,3,2017
2017-03-31,65.86,65.65,66.19,65.45,21.04,0.23,31,13,3,2017
2017-04-03,65.55,65.81,65.94,65.19,20.4,-0.47,3,14,4,2017
2017-04-04,65.73,65.39,65.81,65.28,13.0,0.27,4,14,4,2017
2017-04-05,65.56,66.3,66.35,65.44,21.45,-0.26,5,14,4,2017
2017-04-06,65.73,65.6,66.06,65.48,18.1,0.26,6,14,4,2017
2017-04-07,65.68,65.85,65.96,65.44,14.11,-0.08,7,14,4,2017
2017-04-10,65.53,65.61,65.82,65.36,17.95,-0.23,10,15,4,2017
2017-04-11,65.48,65.6,65.61,64.85,18.79,-0.08,11,15,4,2017
2017-04-12,65.23,65.42,65.51,65.11,17.11,-0.38,12,15,4,2017
2017-04-13,64.95,65.29,65.86,64.95,17.9,-0.43,13,15,4,2017
2017-04-17,65.48,65.04,65.49,65.01,16.69,0.82,17,16,4,2017
2017-04-18,65.39,65.33,65.71,65.16,15.16,-0.14,18,16,4,2017
2017-04-19,65.04,65.65,65.75,64.89,26.99,-0.54,19,16,4,2017
2017-04-20,65.5,65.46,65.75,65.14,22.3,0.71,20,16,4,2017
2017-04-21,66.4,65.67,66.7,65.45,32.52,1.37,21,16,4,2017
2017-04-24,67.53,67.48,67.66,67.1,29.77,1.7,24,17,4,2017
2017-04-25,67.92,67.9,68.04,67.6,30.24,0.58,25,17,4,2017
2017-04-26,67.83,68.08,68.31,67.62,26.19,-0.13,26,17,4,2017
2017-04-27,68.27,68.15,68.38,67.58,34.97,0.65,27,17,4,2017
2017-04-28,68.46,68.91,69.14,67.69,39.55,0.28,28,17,4,2017
2017-05-01,69.41,68.68,69.55,68.5,31.95,1.39,1,18,5,2017
2017-05-02,69.3,69.71,69.71,69.13,23.91,-0.16,2,18,5,2017
2017-05-03,69.08,69.38,69.38,68.71,28.93,-0.32,3,18,5,2017
2017-05-04,68.81,69.03,69.08,68.64,21.75,-0.39,4,18,5,2017
2017-05-05,69.0,68.9,69.03,68.48,19.13,0.28,5,18,5,2017
2017-05-08,68.94,68.97,69.05,68.42,18.57,-0.09,8,19,5,2017
2017-05-09,69.04,68.86,69.28,68.68,22.86,0.15,9,19,5,2017
2017-05-10,69.31,68.99,69.56,68.92,17.98,0.39,10,19,5,2017
2017-05-11,68.46,68.36,68.73,68.12,28.79,-1.23,11,19,5,2017
2017-05-12,68.38,68.61,68.61,68.04,18.71,-0.12,12,19,5,2017
2017-05-15,68.43,68.14,68.48,67.57,31.53,0.07,15,20,5,2017
2017-05-16,69.41,68.23,69.44,68.16,34.96,1.43,16,20,5,2017
2017-05-17,67.48,68.89,69.1,67.43,30.55,-2.78,17,20,5,2017
2017-05-18,67.71,67.4,68.13,67.14,25.2,0.34,18,20,5,2017
2017-05-19,67.69,67.5,68.09,67.43,26.96,-0.03,19,20,5,2017
2017-05-22,68.45,67.89,68.5,67.5,16.24,1.12,22,21,5,2017
2017-05-23,68.68,68.72,68.75,68.38,15.43,0.34,23,21,5,2017
2017-05-24,68.77,68.87,68.88,68.45,14.67,0.13,24,21,5,2017
2017-05-25,69.62,68.97,69.88,68.91,21.85,1.24,25,21,5,2017
2017-05-26,69.96,69.8,70.22,69.52,19.83,0.49,26,21,5,2017
2017-05-30,70.41,69.79,70.41,69.77,17.07,0.64,30,22,5,2017
2017-05-31,69.84,70.53,70.74,69.81,30.44,-0.81,31,22,5,2017
2017-06-01,70.1,70.24,70.61,69.45,21.6,0.37,1,22,6,2017
2017-06-02,71.76,70.44,71.86,70.24,34.77,2.37,2,22,6,2017
2017-06-05,72.28,71.97,72.89,71.81,33.32,0.72,5,23,6,2017
2017-06-06,72.52,72.3,72.62,72.27,31.51,0.33,6,23,6,2017
2017-06-07,72.39,72.64,72.77,71.95,22.3,-0.18,7,23,6,2017
2017-06-08,71.95,72.51,72.52,71.5,24.59,-0.61,8,23,6,2017
2017-06-09,70.32,72.03,72.08,68.59,49.19,-2.27,9,23,6,2017
2017-06-12,69.78,69.25,69.94,68.13,47.76,-0.77,12,24,6,2017
2017-06-13,70.65,70.02,70.82,69.96,25.26,1.25,13,24,6,2017
2017-06-14,70.27,70.91,71.1,69.43,25.51,-0.54,14,24,6,2017
2017-06-15,69.9,69.27,70.21,68.8,26.07,-0.53,15,24,6,2017
2017-06-16,70.0,69.73,70.03,69.22,48.35,0.14,16,24,6,2017
2017-06-19,70.87,70.5,70.94,70.35,23.8,1.24,19,25,6,2017
2017-06-20,69.91,70.82,70.87,69.87,21.51,-1.35,20,25,6,2017
2017-06-21,70.27,70.21,70.62,69.94,19.89,0.51,21,25,6,2017
2017-06-22,70.26,70.54,70.59,69.71,22.97,-0.01,22,25,6,2017
2017-06-23,71.21,70.09,71.25,69.92,27.62,1.35,23,25,6,2017
2017-06-26,70.53,71.4,71.71,70.44,19.61,-0.95,26,26,6,2017
2017-06-27,69.21,70.11,70.18,69.18,25.22,-1.87,27,26,6,2017
2017-06-28,69.8,69.21,69.84,68.79,25.81,0.85,28,26,6,2017
2017-06-29,68.49,69.38,69.49,68.09,28.92,-1.88,29,26,6,2017
2017-06-30,68.93,68.78,69.38,68.74,24.16,0.64,30,26,6,2017
2017-07-03,68.17,69.33,69.6,68.02,16.17,-1.1,3,27,7,2017
2017-07-05,69.08,68.25,69.44,68.22,21.18,1.33,5,27,7,2017
2017-07-06,68.57,68.27,68.78,68.12,21.12,-0.74,6,27,7,2017
2017-07-07,69.46,68.7,69.84,68.7,16.88,1.3,7,27,7,2017
2017-07-10,69.98,69.46,70.25,69.2,15.01,0.75,10,28,7,2017
2017-07-11,69.99,70.0,70.68,69.75,17.46,0.01,11,28,7,2017
2017-07-12,71.15,70.69,71.28,70.55,17.75,1.66,12,28,7,2017
2017-07-13,71.77,71.5,72.04,71.31,20.27,0.87,13,28,7,2017
2017-07-14,72.78,72.24,73.27,71.96,25.87,1.41,14,28,7,2017
2017-07-17,73.35,72.8,73.45,72.72,21.8,0.78,17,29,7,2017
2017-07-18,73.3,73.09,73.39,72.66,26.44,-0.07,18,29,7,2017
2017-07-19,73.86,73.5,74.04,73.45,22.42,0.76,19,29,7,2017
2017-07-20,74.22,74.18,74.3,73.28,42.36,0.49,20,29,7,2017
2017-07-21,73.79,73.45,74.29,73.17,46.72,-0.58,21,29,7,2017
2017-07-24,73.6,73.53,73.75,73.13,21.39,-0.26,24,30,7,2017
2017-07-25,74.19,73.8,74.31,73.5,22.02,0.8,25,30,7,2017
2017-07-26,74.05,74.34,74.38,73.81,16.25,-0.19,26,30,7,2017
2017-07-27,73.16,73.76,74.42,72.32,36.84,-1.2,27,30,7,2017
2017-07-28,73.04,72.67,73.31,72.54,18.31,-0.16,28,30,7,2017
2017-07-31,72.7,73.3,73.44,72.41,23.6,-0.47,31,31,7,2017
2017-08-01,72.58,73.1,73.42,72.49,20.82,-0.17,1,31,8,2017
2017-08-02,72.26,72.55,72.56,71.44,26.5,-0.44,2,31,8,2017
2017-08-03,72.15,72.19,72.44,71.84,18.21,-0.15,3,31,8,2017
2017-08-04,72.68,72.4,73.04,72.24,22.58,0.73,4,31,8,2017
2017-08-07,72.4,72.8,72.9,72.26,18.71,-0.39,7,32,8,2017
2017-08-08,72.79,72.09,73.13,71.75,22.04,0.54,8,32,8,2017
2017-08-09,72.47,72.25,72.51,72.05,22.21,-0.44,9,32,8,2017
2017-08-10,71.41,71.9,72.19,71.35,24.73,-1.46,10,32,8,2017
2017-08-11,72.5,71.61,72.7,71.28,21.44,1.53,11,32,8,2017
2017-08-14,73.59,73.06,73.72,72.95,20.1,1.5,14,33,8,2017
2017-08-15,73.22,73.59,73.59,73.04,19.18,-0.5,15,33,8,2017
2017-08-16,73.65,73.34,74.1,73.17,18.15,0.59,16,33,8,2017
2017-08-17,72.4,73.58,73.87,72.4,22.98,-1.7,17,33,8,2017
2017-08-18,72.49,72.27,72.84,71.93,18.76,0.12,18,33,8,2017
2017-08-21,72.15,72.47,72.48,71.7,17.73,-0.47,21,34,8,2017
2017-08-22,73.16,72.35,73.24,72.35,14.34,1.4,22,34,8,2017
2017-08-23,72.72,72.96,73.15,72.53,13.77,-0.6,23,34,8,2017
2017-08-24,72.69,72.74,72.86,72.07,17.1,-0.04,24,34,8,2017
2017-08-25,72.82,72.86,73.35,72.48,12.79,0.18,25,34,8,2017
2017-08-28,72.83,73.06,73.09,72.55,14.57,0.01,28,35,8,2017
2017-08-29,73.05,72.25,73.16,72.05,11.48,0.3,29,35,8,2017
2017-08-30,74.01,73.01,74.21,72.83,16.9,1.31,30,35,8,2017
2017-08-31,74.77,74.03,74.96,73.8,27.65,1.03,31,35,8,2017
2017-09-01,73.94,74.71,74.74,73.64,21.74,-1.11,1,35,9,2017
2017-09-05,73.61,73.34,73.89,72.98,22.24,-0.45,5,36,9,2017
2017-09-06,73.4,73.74,74.04,73.35,16.54,-0.29,6,36,9,2017
2017-09-07,74.34,73.68,74.6,73.6,17.47,1.28,7,36,9,2017
2017-09-08,73.98,74.33,74.44,73.84,14.7,-0.48,8,36,9,2017
2017-09-11,74.76,74.31,74.94,74.31,17.91,1.05,11,37,9,2017
2017-09-12,74.68,74.76,75.24,74.37,14.39,-0.11,12,37,9,2017
2017-09-13,75.21,74.93,75.23,74.55,13.38,0.71,13,37,9,2017
2017-09-14,74.77,75.0,75.49,74.52,15.73,-0.59,14,37,9,2017
2017-09-15,75.31,74.83,75.39,74.07,38.58,0.72,15,37,9,2017
2017-09-18,75.16,75.23,75.97,75.04,23.31,-0.2,18,38,9,2017
2017-09-19,75.44,75.21,75.71,75.01,16.09,0.37,19,38,9,2017
2017-09-20,74.94,75.35,75.55,74.31,21.59,-0.66,20,38,9,2017
2017-09-21,74.21,75.11,75.24,74.11,19.19,-0.97,21,38,9,2017
2017-09-22,74.41,73.99,74.51,73.85,14.11,0.27,22,38,9,2017
2017-09-25,73.26,74.09,74.25,72.92,24.15,-1.55,25,39,9,2017
2017-09-26,73.26,73.67,73.81,72.99,18.02,0.0,26,39,9,2017
2017-09-27,73.85,73.55,74.17,73.17,19.57,0.81,27,39,9,2017
2017-09-28,73.87,73.54,73.97,73.31,10.88,0.03,28,39,9,2017
2017-09-29,74.49,73.94,74.53,73.88,17.08,0.84,29,39,9,2017
2017-10-02,74.61,74.71,75.01,74.3,15.3,0.16,2,40,10,2017
2017-10-03,74.26,74.67,74.88,74.19,12.19,-0.47,3,40,10,2017
2017-10-04,74.69,74.0,74.72,73.71,13.32,0.58,4,40,10,2017
2017-10-05,75.97,75.22,76.12,74.96,21.2,1.71,5,40,10,2017
2017-10-06,76.0,75.67,76.03,75.54,13.96,0.04,6,40,10,2017
2017-10-09,76.29,75.97,76.55,75.86,11.39,0.38,9,41,10,2017
2017-10-10,76.29,76.33,76.63,76.14,13.94,0.0,10,41,10,2017
2017-10-11,76.42,76.36,76.46,75.95,15.39,0.17,11,41,10,2017
2017-10-12,77.12,76.49,77.29,76.37,16.88,0.92,12,41,10,2017
2017-10-13,77.49,77.59,77.87,77.29,15.34,0.48,13,41,10,2017
2017-10-16,77.65,77.42,77.81,77.35,12.38,0.21,16,42,10,2017
2017-10-17,77.59,77.47,77.62,77.25,16.82,-0.08,17,42,10,2017
2017-10-18,77.61,77.67,77.85,77.37,13.3,0.03,18,42,10,2017
2017-10-19,77.91,77.57,77.93,77.35,15.09,0.39,19,42,10,2017
2017-10-20,78.81,78.32,78.97,78.22,22.87,1.16,20,42,10,2017
2017-10-23,78.83,78.99,79.34,78.76,20.63,0.03,23,43,10,2017
2017-10-24,78.86,78.9,79.2,78.46,17.52,0.04,24,43,10,2017
2017-10-25,78.63,78.58,79.1,78.01,20.41,-0.29,25,43,10,2017
2017-10-26,78.76,79.2,79.42,78.75,32.12,0.17,26,43,10,2017
2017-10-27,83.81,84.37,86.2,83.61,71.07,6.41,27,43,10,2017
2017-10-30,83.89,83.7,84.33,83.11,31.76,0.1,30,44,10,2017
2017-10-31,83.18,84.36,84.36,83.11,27.09,-0.85,31,44,10,2017
2017-11-01,83.18,83.68,83.76,82.88,22.31,0.0,1,44,11,2017
2017-11-02,84.05,83.35,84.46,83.12,23.99,1.05,2,44,11,2017
2017-11-03,84.14,84.08,84.54,83.4,17.63,0.11,3,44,11,2017
2017-11-06,84.47,84.2,84.7,84.08,19.86,0.39,6,45,11,2017
2017-11-07,84.27,84.77,84.9,83.93,17.94,-0.24,7,45,11,2017
2017-11-08,84.56,84.14,84.61,83.83,18.03,0.34,8,45,11,2017
2017-11-09,84.09,84.11,84.27,82.9,21.18,-0.56,9,45,11,2017
2017-11-10,83.87,83.79,84.09,83.23,19.4,-0.26,10,45,11,2017
2017-11-13,83.93,83.66,83.94,83.46,14.2,0.07,13,46,11,2017
2017-11-14,84.05,83.5,84.1,82.98,18.8,0.14,14,46,11,2017
2017-11-15,82.98,83.47,83.69,82.69,19.38,-1.27,15,46,11,2017
2017-11-16,83.2,83.1,83.42,82.94,20.96,0.27,16,46,11,2017
2017-11-17,82.4,83.12,83.12,82.24,22.08,-0.96,17,46,11,2017
2017-11-20,82.53,82.4,82.59,82.25,16.31,0.16,20,47,11,2017
2017-11-21,83.72,82.74,83.84,82.74,21.24,1.44,21,47,11,2017
2017-11-22,83.11,83.83,83.9,83.04,20.55,-0.73,22,47,11,2017
2017-11-24,83.26,83.01,83.43,82.78,7.43,0.18,24,47,11,2017
2017-11-27,83.87,83.31,83.98,83.3,18.27,0.73,27,48,11,2017
2017-11-28,84.88,84.07,85.06,84.02,21.93,1.2,28,48,11,2017
2017-11-29,83.34,84.71,84.92,83.17,27.38,-1.81,29,48,11,2017
2017-11-30,84.17,83.51,84.52,83.34,33.05,1.0,30,48,11,2017
2017-12-01,84.26,83.6,84.81,83.22,29.53,0.11,1,48,12,2017
2017-12-04,81.08,84.42,84.43,80.7,39.09,-3.77,4,49,12,2017
2017-12-05,81.59,81.34,82.68,80.98,26.15,0.63,5,49,12,2017
2017-12-06,82.78,81.55,83.14,81.43,26.16,1.46,6,49,12,2017
2017-12-07,82.49,82.54,82.8,82.0,23.18,-0.35,7,49,12,2017
2017-12-08,84.16,83.63,84.58,83.33,24.49,2.02,8,49,12,2017
2017-12-11,85.23,84.29,85.37,84.12,22.86,1.27,11,50,12,2017
2017-12-12,85.58,85.31,86.05,85.08,23.92,0.41,12,50,12,2017
2017-12-13,85.35,85.74,86.0,85.17,22.06,-0.27,13,50,12,2017
2017-12-14,84.69,85.43,85.87,84.53,19.31,-0.77,14,50,12,2017
2017-12-15,86.85,85.26,87.09,84.88,53.94,2.55,15,50,12,2017
2017-12-18,86.38,87.12,87.5,86.23,22.28,-0.54,18,51,12,2017
2017-12-19,85.83,86.35,86.35,85.27,23.52,-0.64,19,51,12,2017
2017-12-20,85.52,86.2,86.3,84.71,23.67,-0.36,20,51,12,2017
2017-12-21,85.5,86.05,86.1,85.4,17.99,-0.02,21,51,12,2017
2017-12-22,85.51,85.4,85.63,84.92,14.15,0.01,22,51,12,2017
2017-12-26,85.4,85.31,85.53,85.03,9.89,-0.13,26,52,12,2017
2017-12-27,85.71,85.65,85.98,85.22,14.68,0.36,27,52,12,2017
2017-12-28,85.72,85.9,85.93,85.55,10.59,0.01,28,52,12,2017
2017-12-29,85.54,85.63,86.05,85.5,18.72,-0.21,29,52,12,2017
2018-01-02,85.95,86.12,86.31,85.5,22.48,0.48,2,1,1,2018
2018-01-03,86.35,86.06,86.51,85.97,26.06,0.47,3,1,1,2018
2018-01-04,87.11,86.59,87.66,86.57,21.91,0.88,4,1,1,2018
2018-01-05,88.19,87.66,88.41,87.43,23.41,1.24,5,1,1,2018
2018-01-08,88.28,88.2,88.58,87.6,22.11,0.1,8,2,1,2018
2018-01-09,88.22,88.65,88.73,87.86,19.48,-0.07,9,2,1,2018
2018-01-10,87.82,87.86,88.19,87.41,18.65,-0.45,10,2,1,2018
2018-01-11,88.08,88.13,88.13,87.24,17.81,0.3,11,2,1,2018
2018-01-12,89.6,88.67,89.78,88.45,24.27,1.73,12,2,1,2018
2018-01-16,88.35,90.1,90.79,88.01,36.6,-1.4,16,3,1,2018
2018-01-17,90.14,89.08,90.28,88.75,25.62,2.03,17,3,1,2018
2018-01-18,90.1,89.8,90.67,89.66,24.16,-0.04,18,3,1,2018
2018-01-19,90.0,90.14,90.61,89.66,36.88,-0.11,19,3,1,2018
2018-01-22,91.61,90.0,91.62,89.74,23.6,1.79,22,4,1,2018
2018-01-23,91.9,91.9,92.3,91.54,23.41,0.32,23,4,1,2018
2018-01-24,91.82,92.55,93.43,91.58,33.28,-0.09,24,4,1,2018
2018-01-25,92.33,92.47,93.24,91.93,26.38,0.56,25,4,1,2018
2018-01-26,94.06,93.12,94.06,92.58,29.17,1.87,26,4,1,2018
2018-01-29,93.92,95.14,95.45,93.72,31.57,-0.15,29,5,1,2018
2018-01-30,92.74,93.3,93.66,92.1,38.64,-1.26,30,5,1,2018
2018-01-31,95.01,93.75,95.4,93.51,48.76,2.45,31,5,1,2018
