Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%,day,week,month,year
2015-05-12,47.35,46.85,47.68,46.42,29.93,-0.04,12,20,5,2015
2015-05-13,47.62,48.19,48.32,47.57,34.18,0.57,13,20,5,2015
2015-05-14,48.72,48.03,48.82,48.03,32.98,2.31,14,20,5,2015
2015-05-15,48.3,48.87,48.91,48.05,28.64,-0.86,15,20,5,2015
2015-05-18,48.01,47.98,48.22,47.61,24.14,-0.6,18,21,5,2015
2015-05-19,47.58,47.56,47.81,47.18,28.57,-0.9,19,21,5,2015
2015-05-20,47.58,47.39,47.93,47.27,25.05,0.0,20,21,5,2015
2015-05-21,47.42,47.28,47.6,47.01,22.41,-0.34,21,21,5,2015
2015-05-22,46.9,47.3,47.35,46.82,25.72,-1.1,22,21,5,2015
2015-05-26,46.59,46.83,46.88,46.19,29.58,-0.66,26,22,5,2015
2015-05-27,47.61,46.82,47.77,46.62,27.34,2.19,27,22,5,2015
2015-05-28,47.45,47.5,48.02,47.39,19.28,-0.34,28,22,5,2015
2015-05-29,46.86,47.43,47.57,46.59,36.52,-1.24,29,22,5,2015
2015-06-01,47.23,47.06,47.77,46.62,28.84,0.79,1,23,6,2015
2015-06-02,46.92,46.93,47.35,46.62,21.5,-0.66,2,23,6,2015
2015-06-03,46.85,47.37,47.73,46.82,28.0,-0.15,3,23,6,2015
2015-06-04,46.36,46.79,47.16,46.2,27.75,-1.05,4,23,6,2015
2015-06-05,46.14,46.31,46.52,45.84,25.44,-0.47,5,23,6,2015
2015-06-08,45.73,46.3,46.43,45.67,22.12,-0.89,8,24,6,2015
2015-06-09,45.65,45.76,45.94,45.46,24.41,-0.17,9,24,6,2015
2015-06-10,46.61,45.79,46.83,45.69,28.42,2.1,10,24,6,2015
2015-06-11,46.44,46.66,46.92,46.13,27.35,-0.36,11,24,6,2015
2015-06-12,45.97,46.22,46.47,45.9,23.93,-1.01,12,24,6,2015
2015-06-15,45.48,45.45,45.65,45.02,33.25,-1.07,15,25,6,2015
2015-06-16,45.83,45.35,46.24,45.3,27.07,0.77,16,25,6,2015
2015-06-17,45.97,45.73,46.07,45.36,28.7,0.31,17,25,6,2015
2015-06-18,46.72,46.22,46.8,46.17,32.66,1.63,18,25,6,2015
2015-06-19,46.1,46.79,46.83,45.99,63.84,-1.33,19,25,6,2015
2015-06-22,46.23,46.33,46.72,46.16,20.32,0.28,22,26,6,2015
2015-06-23,45.91,46.13,46.28,45.62,25.9,-0.69,23,26,6,2015
2015-06-24,45.63,45.67,46.24,45.55,34.89,-0.61,24,26,6,2015
2015-06-25,45.65,46.03,46.06,45.5,20.62,0.04,25,26,6,2015
2015-06-26,45.26,45.65,46.28,45.03,49.84,-0.85,26,26,6,2015
2015-06-29,44.37,45.04,45.23,44.36,34.08,-1.97,29,27,6,2015
2015-06-30,44.15,44.71,44.72,43.94,35.95,-0.5,30,27,6,2015
2015-07-01,44.45,44.46,45.23,44.1,28.34,0.68,1,27,7,2015
2015-07-02,44.4,44.48,44.75,44.06,21.75,-0.11,2,27,7,2015
2015-07-06,44.39,43.96,44.48,43.95,23.03,-0.02,6,28,7,2015
2015-07-07,44.3,44.34,44.49,43.32,36.44,-0.2,7,28,7,2015
2015-07-08,44.24,44.44,44.9,44.03,39.79,-0.14,8,28,7,2015
2015-07-09,44.52,44.75,45.22,44.5,32.42,0.63,9,28,7,2015
2015-07-10,44.61,45.01,45.14,44.57,25.47,0.2,10,28,7,2015
2015-07-13,45.54,44.98,45.62,44.95,28.18,2.08,13,29,7,2015
2015-07-14,45.62,45.45,45.96,45.31,22.88,0.18,14,29,7,2015
2015-07-15,45.76,45.68,45.89,45.43,26.63,0.31,15,29,7,2015
2015-07-16,46.66,46.01,46.69,45.97,26.27,1.97,16,29,7,2015
2015-07-17,46.62,46.55,46.78,46.26,29.47,-0.09,17,29,7,2015
2015-07-20,46.92,46.65,47.13,46.44,30.63,0.64,20,30,7,2015
2015-07-21,47.28,46.78,47.33,46.48,42.78,0.77,21,30,7,2015
2015-07-22,45.54,45.44,46.93,45.2,59.15,-3.68,22,30,7,2015
2015-07-23,46.11,45.27,46.23,45.1,33.93,1.25,23,30,7,2015
2015-07-24,45.94,45.91,46.32,45.8,32.33,-0.37,24,30,7,2015
2015-07-27,45.35,45.94,46.01,45.25,39.7,-1.28,27,31,7,2015
2015-07-28,45.34,45.58,45.64,44.79,34.33,-0.02,28,31,7,2015
2015-07-29,46.29,45.4,46.78,45.26,40.95,2.1,29,31,7,2015
2015-07-30,46.88,46.26,47.4,45.93,39.78,1.27,30,31,7,2015
2015-07-31,46.7,47.29,47.37,46.5,31.2,-0.38,31,31,7,2015
2015-08-03,46.81,46.98,47.0,46.45,24.13,0.24,3,32,8,2015
2015-08-04,47.54,46.75,47.71,46.68,33.4,1.56,4,32,8,2015
2015-08-05,47.58,47.98,48.41,47.54,26.96,0.08,5,32,8,2015
2015-08-06,46.62,47.71,47.77,46.33,27.37,-2.02,6,32,8,2015
2015-08-07,46.74,46.39,46.78,46.26,19.16,0.26,7,32,8,2015
2015-08-10,47.33,46.95,47.49,46.84,23.08,1.26,10,33,8,2015
2015-08-11,46.41,46.82,46.94,45.9,29.24,-1.94,11,33,8,2015
2015-08-12,46.74,46.19,46.9,45.7,30.2,0.71,12,33,8,2015
2015-08-13,46.73,47.06,47.1,46.49,22.63,-0.02,13,33,8,2015
2015-08-14,47.0,46.53,47.1,46.52,21.47,0.58,14,33,8,2015
2015-08-17,47.32,46.81,47.45,46.57,21.1,0.68,17,34,8,2015
2015-08-18,47.27,46.84,47.43,46.7,23.57,-0.11,18,34,8,2015
2015-08-19,46.61,46.78,47.08,46.3,31.49,-1.4,19,34,8,2015
2015-08-20,45.66,46.07,46.47,45.66,36.24,-2.04,20,34,8,2015
2015-08-21,43.07,45.3,45.48,43.07,70.05,-5.67,21,34,8,2015
2015-08-24,41.68,40.45,43.31,39.72,88.75,-3.23,24,35,8,2015
2015-08-25,40.47,42.56,43.24,40.39,70.62,-2.9,25,35,8,2015
2015-08-26,42.71,42.01,42.84,41.06,63.41,5.53,26,35,8,2015
2015-08-27,43.9,43.23,43.95,42.92,50.94,2.79,27,35,8,2015
2015-08-28,43.93,43.4,44.15,43.39,28.25,0.07,28,35,8,2015
2015-08-31,43.52,43.56,43.93,43.1,34.44,-0.93,31,36,8,2015
2015-09-01,41.82,42.17,42.59,41.66,49.69,-3.91,1,36,9,2015
2015-09-02,43.36,42.36,43.38,41.88,37.67,3.68,2,36,9,2015
2015-09-03,43.5,43.41,43.98,43.28,28.29,0.32,3,36,9,2015
2015-09-04,42.61,42.81,43.04,42.2,37.14,-2.05,4,36,9,2015
2015-09-08,43.89,43.3,44.0,43.2,32.47,3.0,8,37,9,2015
2015-09-09,43.07,44.21,44.4,42.91,33.47,-1.87,9,37,9,2015
2015-09-10,43.29,43.12,43.79,42.74,31.37,0.51,10,37,9,2015
2015-09-11,43.48,43.14,43.59,42.94,27.13,0.44,11,37,9,2015
2015-09-14,43.04,43.43,43.44,42.86,23.66,-1.01,14,38,9,2015
2015-09-15,43.98,43.19,44.29,43.08,28.88,2.18,15,38,9,2015
2015-09-16,44.3,43.97,44.38,43.84,23.37,0.73,16,38,9,2015
2015-09-17,44.25,44.29,45.0,44.08,32.77,-0.11,17,38,9,2015
2015-09-18,43.48,43.5,43.99,43.33,63.14,-1.74,18,38,9,2015
2015-09-21,44.11,43.62,44.47,43.6,26.18,1.45,21,39,9,2015
2015-09-22,43.9,43.38,44.05,43.31,28.09,-0.48,22,39,9,2015
2015-09-23,43.87,43.93,44.17,43.51,17.15,-0.07,23,39,9,2015
2015-09-24,43.91,43.45,44.13,43.27,27.91,0.09,24,39,9,2015
2015-09-25,43.94,44.48,44.73,43.76,29.38,0.07,25,39,9,2015
2015-09-28,43.29,43.83,44.09,43.2,27.61,-1.48,28,40,9,2015
2015-09-29,43.44,43.37,43.57,43.05,32.76,0.35,29,40,9,2015
2015-09-30,44.26,43.88,44.3,43.66,34.96,1.89,30,40,9,2015
2015-10-01,44.61,44.75,44.75,43.75,28.66,0.79,1,40,10,2015
2015-10-02,45.57,44.27,45.57,43.92,41.84,2.15,2,40,10,2015
2015-10-05,46.63,45.74,46.89,45.7,34.37,2.33,5,41,10,2015
2015-10-06,46.75,46.33,47.17,46.22,27.51,0.26,6,41,10,2015
2015-10-07,46.8,47.1,47.35,45.95,27.71,0.11,7,41,10,2015
2015-10-08,47.45,46.56,47.52,46.5,33.77,1.39,8,41,10,2015
2015-10-09,47.11,47.45,47.54,46.92,28.6,-0.72,9,41,10,2015
2015-10-12,47.0,46.98,47.07,46.5,19.77,-0.23,12,42,10,2015
2015-10-13,46.89,46.56,47.13,46.56,19.99,-0.23,13,42,10,2015
2015-10-14,46.68,46.65,47.1,46.53,24.7,-0.45,14,42,10,2015
2015-10-15,47.01,47.01,47.03,46.53,27.19,0.71,15,42,10,2015
2015-10-16,47.51,47.02,47.54,46.9,26.45,1.06,16,42,10,2015
2015-10-19,47.62,47.42,47.88,47.02,29.39,0.23,19,43,10,2015
2015-10-20,47.77,47.44,47.81,47.02,30.8,0.31,20,43,10,2015
2015-10-21,47.2,47.92,47.99,47.11,25.26,-1.19,21,43,10,2015
2015-10-22,48.03,47.53,48.95,47.09,56.64,1.76,22,43,10,2015
2015-10-23,52.87,52.3,54.07,52.25,135.23,10.08,23,43,10,2015
2015-10-26,54.25,52.53,54.32,52.5,64.63,2.61,26,44,10,2015
2015-10-27,53.69,53.99,54.37,53.58,51.0,-1.03,27,44,10,2015
2015-10-28,53.98,53.54,53.98,52.86,47.0,0.54,28,44,10,2015
2015-10-29,53.36,53.54,53.83,53.22,30.2,-1.15,29,44,10,2015
2015-10-30,52.64,53.32,53.99,52.62,46.62,-1.35,30,44,10,2015
2015-11-02,53.24,52.85,53.36,52.62,30.28,1.14,2,45,11,2015
2015-11-03,54.15,52.93,54.39,52.9,36.6,1.71,3,45,11,2015
2015-11-04,54.4,54.18,54.88,54.06,37.09,0.46,4,45,11,2015
2015-11-05,54.38,54.49,54.7,54.0,31.47,-0.04,5,45,11,2015
2015-11-06,54.92,54.09,54.98,53.96,32.85,0.99,6,45,11,2015
2015-11-09,54.16,54.55,54.87,53.56,32.51,-1.38,9,46,11,2015
2015-11-10,53.51,54.07,54.13,53.27,55.28,-1.2,10,46,11,2015
2015-11-11,53.65,53.7,54.2,53.46,36.52,0.26,11,46,11,2015
2015-11-12,53.32,53.48,53.98,53.19,35.36,-0.62,12,46,11,2015
2015-11-13,52.84,53.07,53.29,52.53,36.85,-0.9,13,46,11,2015
2015-11-16,53.77,53.08,53.89,52.85,32.17,1.76,16,47,11,2015
2015-11-17,52.97,53.17,53.53,52.85,31.55,-1.49,17,47,11,2015
2015-11-18,53.85,53.0,53.98,52.98,29.71,1.66,18,47,11,2015
2015-11-19,53.94,53.99,54.66,53.78,28.15,0.17,19,47,11,2015
2015-11-20,54.19,54.25,54.3,53.27,37.15,0.46,20,47,11,2015
2015-11-23,54.19,54.25,54.46,53.75,28.24,0.0,23,48,11,2015
2015-11-24,54.25,53.92,54.44,53.58,24.6,0.11,24,48,11,2015
2015-11-25,53.69,54.09,54.23,53.69,21.01,-1.03,25,48,11,2015
2015-11-27,53.93,53.8,54.08,53.79,9.01,0.45,27,48,11,2015
2015-11-30,54.35,54.54,54.96,54.0,56.24,0.78,30,49,11,2015
2015-12-01,55.22,54.41,55.23,54.3,39.95,1.6,1,49,12,2015
2015-12-02,55.21,55.32,55.96,55.06,47.27,-0.02,2,49,12,2015
2015-12-03,54.2,55.49,55.77,53.93,38.63,-1.83,3,49,12,2015
2015-12-04,55.91,54.12,56.23,54.1,43.96,3.15,4,49,12,2015
2015-12-07,55.81,55.79,55.97,55.29,30.71,-0.18,7,50,12,2015
2015-12-08,55.79,55.47,56.1,54.99,32.88,-0.04,8,50,12,2015
2015-12-09,54.98,55.37,55.87,54.51,36.37,-1.45,9,50,12,2015
2015-12-10,55.27,55.39,55.66,55.01,31.78,0.53,10,50,12,2015
2015-12-11,54.06,54.71,55.1,54.01,39.55,-2.19,11,50,12,2015
2015-12-14,55.14,54.33,55.21,53.68,47.01,2.0,14,51,12,2015
2015-12-15,55.2,55.66,55.9,55.09,39.84,0.11,15,51,12,2015
2015-12-16,56.13,55.54,56.24,54.76,37.5,1.68,16,51,12,2015
2015-12-17,55.7,56.36,56.79,55.53,41.28,-0.77,17,51,12,2015
2015-12-18,54.13,55.77,56.0,54.03,84.68,-2.82,18,51,12,2015
2015-12-21,54.83,54.88,55.35,54.23,37.25,1.29,21,52,12,2015
2015-12-22,55.35,54.99,55.48,54.5,28.32,0.95,22,52,12,2015
2015-12-23,55.82,55.7,55.88,55.44,27.28,0.85,23,52,12,2015
2015-12-24,55.67,55.86,55.96,55.43,9.57,-0.27,24,52,12,2015
2015-12-28,55.95,55.35,55.95,54.98,22.46,0.5,28,53,12,2015
2015-12-29,56.55,56.29,56.85,56.06,27.73,1.07,29,53,12,2015
2015-12-30,56.31,56.47,56.78,56.29,21.7,-0.42,30,53,12,2015
2015-12-31,55.48,56.04,56.19,55.42,27.33,-1.47,31,53,12,2015
2016-01-04,54.8,54.32,54.8,53.39,53.78,-1.23,4,1,1,2016
2016-01-05,55.05,54.93,55.39,54.54,34.08,0.46,5,1,1,2016
2016-01-06,54.05,54.32,54.4,53.64,39.52,-1.82,6,1,1,2016
2016-01-07,52.17,52.7,53.48,52.07,56.56,-3.48,7,1,1,2016
2016-01-08,52.33,52.37,53.28,52.15,48.75,0.31,8,1,1,2016
2016-01-11,52.3,52.51,52.85,51.46,36.94,-0.06,11,2,1,2016
2016-01-12,52.78,52.76,53.1,52.06,36.1,0.92,12,2,1,2016
2016-01-13,51.64,53.8,54.07,51.3,66.88,-2.16,13,2,1,2016
2016-01-14,53.11,52.0,53.42,51.57,52.38,2.85,14,2,1,2016
2016-01-15,50.99,51.31,51.97,50.34,71.82,-3.99,15,2,1,2016
2016-01-19,50.56,51.48,51.68,50.06,43.56,-0.84,19,3,1,2016
2016-01-20,50.79,49.98,51.38,49.1,63.27,0.45,20,3,1,2016
2016-01-21,50.48,51.0,51.58,50.3,40.19,-0.61,21,3,1,2016
2016-01-22,52.29,51.41,52.33,51.26,37.56,3.59,22,3,1,2016
2016-01-25,51.79,51.94,52.65,51.65,34.71,-0.96,25,4,1,2016
2016-01-26,52.17,51.79,52.44,51.55,28.9,0.73,26,4,1,2016
2016-01-27,51.22,52.01,52.2,51.02,36.78,-1.82,27,4,1,2016
2016-01-28,52.05,51.86,52.21,51.25,62.51,1.62,28,4,1,2016
2016-01-29,55.09,54.73,55.09,54.0,83.61,5.84,29,4,1,2016
2016-02-01,54.71,54.88,55.09,54.49,44.21,-0.69,1,5,2,2016
2016-02-02,53.0,54.17,54.26,52.65,56.31,-3.13,2,5,2,2016
2016-02-03,52.16,53.25,53.39,51.26,57.56,-1.58,3,5,2,2016
2016-02-04,52.0,52.1,52.81,51.37,46.99,-0.31,4,5,2,2016
2016-02-05,50.16,51.94,52.0,49.56,62.01,-3.54,5,5,2,2016
2016-02-08,49.41,49.55,49.57,48.19,59.29,-1.5,8,6,2,2016
2016-02-09,49.28,49.02,50.24,48.67,46.74,-0.26,9,6,2,2016
2016-02-10,49.71,49.89,50.39,49.52,38.24,0.87,10,6,2,2016
2016-02-11,49.69,48.68,50.11,48.51,48.88,-0.04,11,6,2,2016
2016-02-12,50.5,50.25,50.68,49.75,34.24,1.63,12,6,2,2016
2016-02-16,51.09,50.9,51.09,50.13,37.29,1.17,16,7,2,2016
2016-02-17,52.42,51.49,52.77,51.45,40.79,2.6,17,7,2,2016
2016-02-18,52.19,52.33,52.95,52.1,27.18,-0.44,18,7,2,2016
2016-02-19,51.82,51.97,52.28,51.53,33.56,-0.71,19,7,2,2016
2016-02-22,52.65,52.28,53.0,52.28,25.01,1.6,22,8,2,2016
2016-02-23,51.18,52.34,52.37,50.98,28.9,-2.79,23,8,2,2016
2016-02-24,51.36,50.69,51.5,50.2,33.01,0.35,24,8,2,2016
2016-02-25,52.1,51.73,52.1,50.61,26.94,1.44,25,8,2,2016
2016-02-26,51.3,52.6,52.68,51.1,35.98,-1.54,26,8,2,2016
2016-02-27,51.33,51.34,51.34,51.33,31.0,0.06,27,8,2,2016
2016-02-29,50.88,51.35,51.65,50.66,31.65,-0.88,29,9,2,2016
2016-03-01,52.58,50.97,52.59,50.92,33.02,3.34,1,9,3,2016
2016-03-02,52.95,52.41,52.96,52.16,29.29,0.7,2,9,3,2016
2016-03-03,52.35,52.97,52.97,51.78,24.43,-1.13,3,9,3,2016
2016-03-04,52.03,52.4,52.45,51.71,33.03,-0.61,4,9,3,2016
2016-03-07,51.03,51.56,51.8,50.58,38.43,-1.92,7,10,3,2016
2016-03-08,51.65,50.8,52.13,50.59,33.84,1.21,8,10,3,2016
2016-03-09,52.84,51.89,52.85,51.85,28.25,2.3,9,10,3,2016
2016-03-10,52.05,52.93,52.94,51.16,38.39,-1.5,10,10,3,2016
2016-03-11,53.07,53.0,53.07,52.38,32.28,1.96,11,10,3,2016
2016-03-14,53.17,52.71,53.59,52.63,24.08,0.19,14,11,3,2016
2016-03-15,53.59,52.75,53.59,52.74,21.1,0.79,15,11,3,2016
2016-03-16,54.35,53.45,54.6,53.4,31.69,1.42,16,11,3,2016
2016-03-17,54.66,54.21,55.0,54.0,28.22,0.57,17,11,3,2016
2016-03-18,53.49,54.92,54.97,53.45,67.63,-2.14,18,11,3,2016
2016-03-21,53.86,53.25,53.93,52.93,23.93,0.69,21,12,3,2016
2016-03-22,54.07,53.61,54.25,53.46,23.12,0.39,22,12,3,2016
2016-03-23,53.97,54.11,54.24,53.74,20.13,-0.18,23,12,3,2016
2016-03-24,54.21,53.84,54.33,53.73,19.95,0.44,24,12,3,2016
2016-03-28,53.54,54.21,54.29,53.33,17.03,-1.24,28,13,3,2016
2016-03-29,54.71,53.66,54.86,53.45,23.92,2.19,29,13,3,2016
2016-03-30,55.05,54.93,55.64,54.9,23.01,0.62,30,13,3,2016
2016-03-31,55.23,54.95,55.59,54.86,26.36,0.33,31,13,3,2016
2016-04-01,55.57,55.05,55.61,54.57,24.4,0.62,1,13,4,2016
2016-04-04,55.43,55.43,55.66,55.0,18.93,-0.25,4,14,4,2016
2016-04-05,54.56,55.19,55.3,54.46,19.27,-1.57,5,14,4,2016
2016-04-06,55.12,54.36,55.2,54.21,21.19,1.03,6,14,4,2016
2016-04-07,54.46,54.87,54.91,54.23,19.23,-1.2,7,14,4,2016
2016-04-08,54.42,54.67,55.28,54.32,22.17,-0.07,8,14,4,2016
2016-04-11,54.31,54.49,55.15,54.3,21.41,-0.2,11,15,4,2016
2016-04-12,54.65,54.37,54.78,53.76,24.94,0.63,12,15,4,2016
2016-04-13,55.35,55.12,55.44,54.89,20.82,1.28,13,15,4,2016
2016-04-14,55.36,55.22,55.58,55.07,20.88,0.02,14,15,4,2016
2016-04-15,55.65,55.3,55.92,55.11,28.79,0.52,15,15,4,2016
2016-04-18,56.46,55.49,56.59,55.21,23.79,1.46,18,16,4,2016
2016-04-19,56.39,56.63,56.77,55.68,29.6,-0.12,19,16,4,2016
2016-04-20,55.59,56.29,56.5,55.48,36.2,-1.42,20,16,4,2016
2016-04-21,55.78,55.8,56.23,55.41,38.91,0.34,21,16,4,2016
2016-04-22,51.78,51.91,52.43,50.77,126.83,-7.17,22,16,4,2016
2016-04-25,52.11,51.78,52.13,51.63,33.23,0.64,25,17,4,2016
2016-04-26,51.44,52.26,52.35,51.09,33.53,-1.29,26,17,4,2016
2016-04-27,50.94,51.48,51.5,50.55,43.37,-0.97,27,17,4,2016
2016-04-28,49.9,50.62,50.77,49.56,43.13,-2.04,28,17,4,2016
2016-04-29,49.87,49.35,50.25,49.35,48.41,-0.06,29,17,4,2016
2016-05-02,50.61,50.0,50.75,49.78,33.11,1.48,2,18,5,2016
2016-05-03,49.78,50.34,50.41,49.6,26.46,-1.64,3,18,5,2016
2016-05-04,49.87,49.84,50.06,49.46,24.26,0.18,4,18,5,2016
2016-05-05,49.94,49.87,50.3,49.73,25.39,0.14,5,18,5,2016
2016-05-06,50.39,49.92,50.39,49.66,24.79,0.9,6,18,5,2016
2016-05-09,50.07,50.49,50.59,50.0,17.95,-0.64,9,19,5,2016
2016-05-10,51.02,50.33,51.1,50.19,22.89,1.9,10,19,5,2016
2016-05-11,51.05,51.13,51.78,51.0,24.04,0.06,11,19,5,2016
2016-05-12,51.51,51.2,51.81,50.92,24.1,0.9,12,19,5,2016
2016-05-13,51.08,51.44,51.9,51.04,22.59,-0.83,13,19,5,2016
2016-05-16,51.83,50.8,51.96,50.75,20.03,1.47,16,20,5,2016
2016-05-17,50.51,51.72,51.73,50.36,27.8,-2.55,17,20,5,2016
2016-05-18,50.81,50.48,51.14,50.3,24.91,0.59,18,20,5,2016
2016-05-19,50.32,50.47,50.62,49.82,23.84,-0.96,19,20,5,2016
2016-05-20,50.62,50.48,51.22,50.4,23.91,0.6,20,20,5,2016
2016-05-23,50.03,50.6,50.68,49.98,26.12,-1.17,23,21,5,2016
2016-05-24,51.59,50.7,51.71,50.4,34.76,3.12,24,21,5,2016
2016-05-25,52.12,51.92,52.49,51.79,24.2,1.03,25,21,5,2016
2016-05-26,51.89,51.93,51.98,51.36,24.34,-0.44,26,21,5,2016
2016-05-27,52.32,51.92,52.32,51.77,17.72,0.83,27,21,5,2016
2016-05-31,53.0,52.26,53.0,52.08,37.65,1.3,31,22,5,2016
2016-06-01,52.85,52.44,52.95,52.44,25.32,-0.28,1,22,6,2016
2016-06-02,52.48,52.64,52.74,51.84,22.84,-0.7,2,22,6,2016
2016-06-03,51.79,52.38,52.42,51.6,23.37,-1.31,3,22,6,2016
2016-06-06,52.13,51.99,52.35,51.89,18.24,0.66,6,23,6,2016
2016-06-07,52.1,52.24,52.73,52.1,20.87,-0.06,7,23,6,2016
2016-06-08,52.04,52.02,52.44,51.87,21.15,-0.12,8,23,6,2016
2016-06-09,51.62,52.0,52.0,51.49,20.31,-0.81,9,23,6,2016
2016-06-10,51.48,51.05,52.05,51.04,25.83,-0.27,10,23,6,2016
2016-06-13,50.14,49.58,50.72,49.06,83.22,-2.6,13,24,6,2016
2016-06-14,49.83,49.9,50.1,49.57,42.58,-0.62,14,24,6,2016
2016-06-15,49.69,49.78,50.12,49.69,33.76,-0.28,15,24,6,2016
2016-06-16,50.39,49.52,50.47,49.51,31.19,1.41,16,24,6,2016
2016-06-17,50.13,50.41,50.43,49.82,45.71,-0.52,17,24,6,2016
2016-06-20,50.07,50.64,50.83,50.03,35.61,-0.12,20,25,6,2016
2016-06-21,51.19,50.2,51.43,50.16,34.1,2.24,21,25,6,2016
2016-06-22,50.99,51.08,51.46,50.95,28.82,-0.39,22,25,6,2016
2016-06-23,51.91,51.28,52.06,51.15,29.03,1.8,23,25,6,2016
2016-06-24,49.83,49.81,50.94,49.52,133.5,-4.01,24,25,6,2016
2016-06-27,48.43,49.1,49.15,48.03,50.58,-2.81,27,26,6,2016
2016-06-28,49.44,48.92,49.47,48.67,38.14,2.09,28,26,6,2016
2016-06-29,50.54,49.91,50.72,49.8,31.3,2.22,29,26,6,2016
2016-06-30,51.17,50.72,51.3,50.5,28.53,1.25,30,26,6,2016
2016-07-01,51.16,51.13,51.72,51.07,21.4,-0.02,1,26,7,2016
2016-07-05,51.17,50.83,51.28,50.74,24.81,0.02,5,27,7,2016
2016-07-06,51.38,50.78,51.54,50.39,28.17,0.41,6,27,7,2016
2016-07-07,51.38,51.42,51.61,51.07,19.59,0.0,7,27,7,2016
2016-07-08,52.3,51.73,52.36,51.55,28.39,1.79,8,27,7,2016
2016-07-11,52.59,52.5,52.83,52.47,22.27,0.55,11,28,7,2016
2016-07-12,53.21,52.94,53.4,52.78,27.32,1.18,12,28,7,2016
2016-07-13,53.51,53.56,53.86,53.18,25.36,0.56,13,28,7,2016
2016-07-14,53.74,53.84,53.99,53.58,24.55,0.43,14,28,7,2016
2016-07-15,53.7,53.95,54.0,53.21,32.02,-0.07,15,28,7,2016
2016-07-18,53.96,53.7,54.34,53.55,31.43,0.48,18,29,7,2016
2016-07-19,53.09,53.71,53.9,52.93,53.34,-1.61,19,29,7,2016
2016-07-20,55.91,56.15,56.84,55.53,89.89,5.31,20,29,7,2016
2016-07-21,55.8,55.98,56.23,55.76,32.78,-0.2,21,29,7,2016
2016-07-22,56.57,56.08,56.63,55.78,32.16,1.38,22,29,7,2016
2016-07-25,56.73,56.47,56.74,56.26,25.61,0.28,25,30,7,2016
2016-07-26,56.76,56.52,57.29,56.51,28.08,0.05,26,30,7,2016
2016-07-27,56.19,56.61,56.8,56.11,32.33,-1.0,27,30,7,2016
2016-07-28,56.21,56.0,56.37,55.72,37.55,0.04,28,30,7,2016
2016-07-29,56.68,56.26,56.76,56.05,30.56,0.84,29,30,7,2016
2016-08-01,56.58,56.6,56.75,56.14,26.0,-0.18,1,31,8,2016
2016-08-02,56.58,56.85,56.9,56.31,35.12,0.0,2,31,8,2016
2016-08-03,56.97,56.68,57.11,56.49,22.08,0.69,3,31,8,2016
2016-08-04,57.39,56.8,57.52,56.67,26.59,0.74,4,31,8,2016
2016-08-05,57.96,57.65,58.21,57.45,29.34,0.99,5,31,8,2016
2016-08-08,58.06,58.05,58.09,57.78,19.47,0.17,8,32,8,2016
2016-08-09,58.2,58.17,58.5,58.02,16.92,0.24,9,32,8,2016
2016-08-10,58.02,58.16,58.32,57.82,15.76,-0.31,10,32,8,2016
2016-08-11,58.3,58.03,58.45,58.03,18.16,0.48,11,32,8,2016
2016-08-12,57.94,58.03,58.19,57.62,21.66,-0.62,12,32,8,2016
2016-08-15,58.12,58.01,58.5,57.96,19.28,0.31,15,33,8,2016
2016-08-16,57.44,57.61,57.62,57.27,20.52,-1.17,16,33,8,2016
2016-08-17,57.56,57.54,57.68,57.23,18.86,0.21,17,33,8,2016
2016-08-18,57.6,57.42,57.7,57.27,14.21,0.07,18,33,8,2016
2016-08-19,57.62,57.43,57.73,57.2,17.27,0.03,19,33,8,2016
2016-08-22,57.67,57.6,57.75,57.26,15.22,0.09,22,34,8,2016
2016-08-23,57.89,57.9,58.18,57.85,18.73,0.38,23,34,8,2016
2016-08-24,57.95,57.8,58.04,57.72,18.15,0.1,24,34,8,2016
2016-08-25,58.17,57.88,58.29,57.78,18.55,0.38,25,34,8,2016
2016-08-26,58.03,58.28,58.7,57.69,20.97,-0.24,26,34,8,2016
2016-08-29,58.1,58.18,58.6,58.1,16.42,0.12,29,35,8,2016
2016-08-30,57.89,57.98,58.19,57.61,16.93,-0.36,30,35,8,2016
2016-08-31,57.46,57.65,57.8,57.3,20.86,-0.74,31,35,8,2016
2016-09-01,57.59,57.01,57.82,57.01,26.08,0.23,1,35,9,2016
2016-09-02,57.67,57.67,58.19,57.42,18.9,0.14,2,35,9,2016
2016-09-06,57.61,57.78,57.8,57.21,16.28,-0.1,6,36,9,2016
2016-09-07,57.66,57.47,57.84,57.41,17.49,0.09,7,36,9,2016
2016-09-08,57.43,57.63,57.79,57.18,20.15,-0.4,8,36,9,2016
2016-09-09,56.21,56.79,57.52,56.21,35.11,-2.12,9,36,9,2016
2016-09-12,57.05,56.0,57.2,55.61,29.3,1.49,12,37,9,2016
2016-09-13,56.53,56.5,56.65,56.05,30.13,-0.91,13,37,9,2016
2016-09-14,56.26,56.39,56.63,56.03,24.27,-0.48,14,37,9,2016
2016-09-15,57.19,56.15,57.35,55.98,27.06,1.65,15,37,9,2016
2016-09-16,57.25,57.63,57.63,56.75,44.61,0.1,16,37,9,2016
2016-09-19,56.93,57.27,57.75,56.85,20.94,-0.56,19,38,9,2016
